House,1725000,3,2,1508,New York,Kings County,Brooklyn,"132 91st St, Brooklyn, NY 11209, USA",RE MAX Real Estate Professionals,132 91st St," Brooklyn"," NY"," 11209"," USA",Brooklyn
Multi-family home,1698000,4,4,3620,New York,Richmond County,Staten Island,"66 Archwood Ave, Staten Island, NY 10312, USA",RE/MAX Elite,66 Archwood Ave," Staten Island"," NY"," 10312"," USA",Staten Island
House,438000,2,2,1354,New York,Richmond County,Staten Island,"123 Jamie Ln, Staten Island, NY 10312, USA",RE MAX Edge,123 Jamie Ln," Staten Island"," NY"," 10312"," USA",Staten Island
Co-op,100000,3,1,512,Queens County,Queens,Far Rockaway,"10-40 Neilson St #3a, Far Rockaway, NY 11691, USA",qvtopservice,10-40 Neilson St #3a," Far Rockaway"," NY"," 11691"," USA",Queens
Co-op,299000,1,1,2184,Queens County,Queens,Jackson Heights,"3720 81st St Apt 2e, Jackson Heights, NY 11372, USA",Keller Williams Realty Elite,3720 81st St Apt 2e," Jackson Heights"," NY"," 11372"," USA",Queens
Condo,625000,2,2,995,Queens County,Queens,Bayside,"2 Bay Club Dr #1u, Bayside, NY 11360, USA",Winzone Realty Inc,2 Bay Club Dr #1u," Bayside"," NY"," 11360"," USA",Queens
House,350000,3,2.37386083602905,1520,New York,Kings County,Brooklyn,"399 Linwood St, Brooklyn, NY 11208, USA",KA REALTY GROUP INC,399 Linwood St," Brooklyn"," NY"," 11208"," USA",Brooklyn
Co-op,699999,3,2,2184,Kings County,Brooklyn,Crown Heights,"1040 Carroll St Apartment 6e, Brooklyn, NY 11225, USA",Eden7 Realty Inc,1040 Carroll St Apartment 6e," Brooklyn"," NY"," 11225"," USA",Brooklyn
Co-op,529000,1,1,2184,New York County,New York,Manhattan,"301 E 22nd St #2r, New York, NY 10010, USA",Keller Williams NYC,301 E 22nd St #2r," New York"," NY"," 10010"," USA",Manhattan
Townhouse,23000000,5,6,7058,New York,New York County,New York,"334 W 20th St, New York, NY 10011, USA",Brown Harris Stevens - 43 North Moore Street,334 W 20th St," New York"," NY"," 10011"," USA",Manhattan
House,599000,3,2,1208,New York,Queens County,Queens,"88-20 78th St, Jamaica, NY 11421, USA",Charles Rutenberg Realty Inc,88-20 78th St," Jamaica"," NY"," 11421"," USA",Queens
Co-op,279900,1,1,900,Bronx County,The Bronx,Concourse Village,"1020 Grand Concourse #14d, Bronx, NY 10451, USA",Ortiz Home Selling Team Llc,1020 Grand Concourse #14d," Bronx"," NY"," 10451"," USA",Bronx
Co-op,165000,1,1,875,Bronx County,The Bronx,East Bronx,"205 E 238th St #1j, Bronx, NY 10470, USA",Platzner International Group,205 E 238th St #1j," Bronx"," NY"," 10470"," USA",Bronx
Co-op,270000,1,1,2184,Kings County,Brooklyn,Bensonhurst,"2155 82nd St #5o, Brooklyn, NY 11214, USA",Douglas Elliman - 664 Fulton,2155 82nd St #5o," Brooklyn"," NY"," 11214"," USA",Brooklyn
Condo,625000,2,1,825,Queens County,Queens,Long Island City,"474 48th Ave Ph 3h, Long Island City, NY 11109, USA",WIESNER ROCIO D,474 48th Ave Ph 3h," Long Island City"," NY"," 11109"," USA",Queens
Co-op,279900,1,1,900,Bronx County,The Bronx,Concourse Village,"1020 Grand Concourse #14d, Bronx, NY 10451, USA",Ortiz Home Selling Team Llc,1020 Grand Concourse #14d," Bronx"," NY"," 10451"," USA",Bronx
Townhouse,23000000,5,6,7058,New York,New York County,New York,"334 W 20th St, New York, NY 10011, USA",Brown Harris Stevens - 43 North Moore Street,334 W 20th St," New York"," NY"," 10011"," USA",Manhattan
Pending,1970000,4,4,3111,New York,Queens County,Queens,"303 Knollwood Ave, Douglaston, NY 11363, USA",Keller Williams Rlty Landmark,303 Knollwood Ave," Douglaston"," NY"," 11363"," USA",Queens
Multi-family home,580000,5,2,1780,New York,Kings County,Brooklyn,"3 Brighton Ct, Brooklyn, NY 11223, USA",Ycl Real Estate Consulting,3 Brighton Ct," Brooklyn"," NY"," 11223"," USA",Brooklyn
Condo,979000,3,2,1272,Kings County,Brooklyn,Bay Ridge,"324 77th St #2c, Brooklyn, NY 11209, USA",Keller Williams NYC,324 77th St #2c," Brooklyn"," NY"," 11209"," USA",Brooklyn
Co-op,269000,2,1,2184,New York County,New York,Manhattan,"2090 Madison Ave #3d, New York, NY 10037, USA",Keller Williams NYC,2090 Madison Ave #3d," New York"," NY"," 10037"," USA",Manhattan
House,1700000,3,4,2184,New York,Queens County,Queens,"137-25 133rd Ave, Jamaica, NY 11436, USA",Park Assets Real Estate Corp,137-25 133rd Ave," Jamaica"," NY"," 11436"," USA",Queens
Co-op,499000,2,2,2184,New York County,New York,Manhattan,"519 E 87th St d, New York, NY 10128, USA",Sotheby's International Realty - Downtown Manhattan,519 E 87th St d," New York"," NY"," 10128"," USA",Manhattan
House,1699888,3,3,2275,New York,Queens County,Queens,"160-14 83rd St, Jamaica, NY 11414, USA","Century 21 Amiable Realty Group II, Inc.",160-14 83rd St," Jamaica"," NY"," 11414"," USA",Queens
House,3100000,6,4,2184,New York,Queens County,Queens,"555 Oak Dr, Far Rockaway, NY 11691, USA",Milky Forst Properties Inc,555 Oak Dr," Far Rockaway"," NY"," 11691"," USA",Queens
House,499000,4,2,1752,New York,Bronx County,The Bronx,"2712 Heath Ave, Bronx, NY 10463, USA",RE MAX Distinguished Homes & Properties,2712 Heath Ave," Bronx"," NY"," 10463"," USA",Bronx
Multi-family home,1250000,6,2.37386083602905,3312,New York,Queens County,Queens,"95-18 42nd Ave, Elmhurst, NY 11373, USA",KELLER WILLIAMS REALTY LANDMARK II,95-18 42nd Ave," Elmhurst"," NY"," 11373"," USA",Queens
Co-op,245000,2,1,900,Kings County,Brooklyn,Gerritsen Beach,"2260 Burnett St #1f, Brooklyn, NY 11229, USA",CENTURY 21 Homefront,2260 Burnett St #1f," Brooklyn"," NY"," 11229"," USA",Brooklyn
Townhouse,5800000,7,5,6360,New York,Kings County,Brooklyn,"39 S Portland Ave, Brooklyn, NY 11217, USA",COMPASS,39 S Portland Ave," Brooklyn"," NY"," 11217"," USA",Brooklyn
House,2350000,5,4,4270,New York,Richmond County,Staten Island,"144 Dunham St, Staten Island, NY 10309, USA",Coldwell Banker Advantage,144 Dunham St," Staten Island"," NY"," 10309"," USA",Staten Island
Co-op,425000,3,1,450,New York County,New York,Manhattan,"410 W 23rd St #6f, New York, NY 10011, USA",Brown Harris Stevens,410 W 23rd St #6f," New York"," NY"," 10011"," USA",Manhattan
House,799000,3,2,2340,New York,Richmond County,Staten Island,"825 Rockland Ave, Staten Island, NY 10314, USA","Chris Homes & Lands, Inc.",825 Rockland Ave," Staten Island"," NY"," 10314"," USA",Staten Island
Multi-family home,725000,4,2,1700,New York,Kings County,Brooklyn,"445 Milford St, Brooklyn, NY 11208, USA",Lj Estates Inc,445 Milford St," Brooklyn"," NY"," 11208"," USA",Brooklyn
Co-op,3695000,2,2,1697,New York County,New York,Manhattan,"292 Lafayette St #2a, New York, NY 10012, USA",Dynamik Real Estate,292 Lafayette St #2a," New York"," NY"," 10012"," USA",Manhattan
Pending,3100000,4,2.37386083602905,3600,New York,Queens County,Queens,"145-38 3rd Ave, Flushing, NY 11357, USA",Jamie & Connie Real Estate Grp,145-38 3rd Ave," Flushing"," NY"," 11357"," USA",Queens
House,1499999,5,3,2184,New York,Queens County,Queens,"114-15 91st Ave, Jamaica, NY 11418, USA",Real Broker NY LLC,114-15 91st Ave," Jamaica"," NY"," 11418"," USA",Queens
House,1250000,4,3,2184,New York,Queens County,Queens,"32-15 168th St, Flushing, NY 11358, USA",E Realty International Corp,32-15 168th St," Flushing"," NY"," 11358"," USA",Queens
House,1199000,4,1,1840,New York,Kings County,Brooklyn,"7702 15th Ave, Brooklyn, NY 11228, USA","Compass Greater Ny, Llc",7702 15th Ave," Brooklyn"," NY"," 11228"," USA",Brooklyn
Condo,28000000,4,4,5000,New York County,New York,Manhattan,"443 Greenwich St Ph E, New York, NY 10013, USA",COMPASS,443 Greenwich St Ph E," New York"," NY"," 10013"," USA",Manhattan
Condo,719000,3,2,2184,Queens County,Queens,Beechhurst,"15411 Riverside Dr # 17b, Beechhurst, NY 11357, USA",Metro Real Estate Inc,15411 Riverside Dr # 17b," Beechhurst"," NY"," 11357"," USA",Queens
Co-op,169000,3,1,2184,Queens County,Queens,Forest Hills,"72-61 113th St #4b, Forest Hills, NY 11375, USA",Keystone Realty USA Corp,72-61 113th St #4b," Forest Hills"," NY"," 11375"," USA",Queens
Co-op,99000,1,1,850,Bronx County,The Bronx,Highbridge,"1177 Anderson Ave #2d, Bronx, NY 10452, USA",BESMATCH REAL ESTATE,1177 Anderson Ave #2d," Bronx"," NY"," 10452"," USA",Bronx
House,399000,3,2.37386083602905,1601,New York,Queens County,Queens,"104-06 212th St, Jamaica, NY 11417, USA",Sowae Corp,104-06 212th St," Jamaica"," NY"," 11417"," USA",Queens
Condo,1300000,2,2,1140,New York County,New York,Manhattan,"392 Central Park W #1r, New York, NY 10025, USA",Corcoran West Side Gallery,392 Central Park W #1r," New York"," NY"," 10025"," USA",Manhattan
Multi-family home,888000,5,4,2184,New York,Kings County,Brooklyn,"527 Glenmore Ave, Brooklyn, NY 11207, USA",Keystone Realty USA Corp,527 Glenmore Ave," Brooklyn"," NY"," 11207"," USA",Brooklyn
Multi-family home,1308888,4,3,2184,New York,Queens County,Queens,"17-20 150th St, Whitestone, NY 11357, USA",Keller Williams Rlty Landmark,17-20 150th St," Whitestone"," NY"," 11357"," USA",Queens
House,1265000,3,2,2184,New York,Queens County,Queens,"64-30 72nd St, Flushing, NY 11379, USA",Russo Realty Properties,64-30 72nd St," Flushing"," NY"," 11379"," USA",Queens
Condo,558000,1,1,751,Kings County,Brooklyn,Fort Hamilton,"346 91st St APT 307, Brooklyn, NY 11209, USA",Remax Edge - RE/MAX EDGE,346 91st St APT 307," Brooklyn"," NY"," 11209"," USA",Brooklyn
House,1280000,4,2,2340,New York,Queens County,Queens,"240-67 Poplar St, Flushing, NY 11363, USA",RE MAX 1st Choice,240-67 Poplar St," Flushing"," NY"," 11363"," USA",Queens
Co-op,429000,2,2,1450,The Bronx,Riverdale,Henry Hudson Parkway,"The Briarcliff, 3515 Henry Hudson Pkwy #3d, Bronx, NY 10463, USA",Brown Harris Stevens- 3531 Johnson Avenue,NULL,NULL,NULL,NULL,NULL,Bronx
Condo,399900,2,2,853,Richmond County,Staten Island,New Springville,"120 Wellington Ct #1b, Staten Island, NY 10314, USA","Tom Crimmins Realty, Ltd.",120 Wellington Ct #1b," Staten Island"," NY"," 10314"," USA",Staten Island
House,499900,3,1,1040,New York,Richmond County,Staten Island,"334 Harbor Rd, Staten Island, NY 10303, USA",NoBroker,334 Harbor Rd," Staten Island"," NY"," 10303"," USA",Staten Island
Co-op,429000,2,2,1450,The Bronx,Riverdale,Henry Hudson Parkway,"The Briarcliff, 3515 Henry Hudson Pkwy #3d, Bronx, NY 10463, USA",Brown Harris Stevens- 3531 Johnson Avenue,NULL,NULL,NULL,NULL,NULL,Bronx
Multi-family home,2489000,4,4,2334,New York,Kings County,Brooklyn,"230 7th St, Brooklyn, NY 11215, USA",Weichert Realtors The Franzese Group,230 7th St," Brooklyn"," NY"," 11215"," USA",Brooklyn
Condo,255500,1,1,950,Richmond County,Staten Island,Rosebank,"422 Maryland Ave #3b, Staten Island, NY 10305, USA",JM Properties,422 Maryland Ave #3b," Staten Island"," NY"," 10305"," USA",Staten Island
House,30000000,5,2.37386083602905,6000,New York,New York County,New York,"15 Bank St, New York, NY 10014, USA",Corcoran East Side,15 Bank St," New York"," NY"," 10014"," USA",Manhattan
Condo,395000,3,1,2184,New York County,New York,Manhattan,"233 East 86th St #5b, New York, NY 10028, USA",COMPASS,233 East 86th St #5b," New York"," NY"," 10028"," USA",Manhattan
Multi-family home,1090000,5,3,2184,New York,Queens County,Queens,"507 127th St, Flushing, NY 11356, USA",B Square Realty,507 127th St," Flushing"," NY"," 11356"," USA",Queens
Multi-family home,471300,4,2,2175,New York,Kings County,Brooklyn,"672 Van Siclen Ave, Brooklyn, NY 11207, USA",REALHome Services & Solutions,672 Van Siclen Ave," Brooklyn"," NY"," 11207"," USA",Brooklyn
Condo,9450000,2,3,3918,New York County,New York,Manhattan,"60 Greene St APT 4, New York, NY 10012, USA",Serhant,60 Greene St APT 4," New York"," NY"," 10012"," USA",Manhattan
House,1089000,4,2,1720,New York,Kings County,Brooklyn,"649 Bay Ridge Pkwy, Brooklyn, NY 11209, USA",Weichert Realtors The Franzese Group,649 Bay Ridge Pkwy," Brooklyn"," NY"," 11209"," USA",Brooklyn
Co-op,220000,1,1,500,Kings County,Brooklyn,Crown Heights,"767 Eastern Pkwy #1a, Brooklyn, NY 11213, USA",Bedford Brownstone Realty LLC,767 Eastern Pkwy #1a," Brooklyn"," NY"," 11213"," USA",Brooklyn
Townhouse,9950000,10,10,8000,New York,New York County,New York,"120 E 19th St, New York, NY 10003, USA",COMPASS,120 E 19th St," New York"," NY"," 10003"," USA",Manhattan
Co-op,295000,2,1,950,New York,Queens County,Queens,"234-18 131st Ave, Rosedale, NY 11422, USA",Joachim Realty Llc,234-18 131st Ave," Rosedale"," NY"," 11422"," USA",Queens
House,1375000,5,4,2704,New York,Richmond County,Staten Island,"19 Bascom Pl, Staten Island, NY 10314, USA",Katz Realty,19 Bascom Pl," Staten Island"," NY"," 10314"," USA",Staten Island
Co-op,399000,2,2,1050,Kings County,Brooklyn,Coney Island,"2944 W 5th St #19c, Brooklyn, NY 11224, USA",J. Sikar Realty,2944 W 5th St #19c," Brooklyn"," NY"," 11224"," USA",Brooklyn
Co-op,219999,2,1,800,Bronx County,The Bronx,Kingsbridge,"3240 Riverdale Ave #4b, Bronx, NY 10463, USA",Exit Realty Private Client,3240 Riverdale Ave #4b," Bronx"," NY"," 10463"," USA",Bronx
Co-op,129000,3,1,2184,Queens County,Queens,Jamaica,"87-15 165th St #2a, Jamaica, NY 11432, USA",Corcoran,87-15 165th St #2a," Jamaica"," NY"," 11432"," USA",Queens
Co-op,329000,1,1,2184,Queens County,Queens,Woodside,"48-17 42nd St #4b, Woodside, NY 11377, USA",COMPASS,48-17 42nd St #4b," Woodside"," NY"," 11377"," USA",Queens
House,639000,4,2,1856,New York,Richmond County,Staten Island,"2341 Richmond Rd, Staten Island, NY 10306, USA",Herman & Co. New York,2341 Richmond Rd," Staten Island"," NY"," 10306"," USA",Staten Island
Contingent,750000,4,4,1240,New York,Richmond County,Staten Island,"114 Mc Arthur Ave, Staten Island, NY 10312, USA","Robert DeFalco Realty, Inc.",114 Mc Arthur Ave," Staten Island"," NY"," 10312"," USA",Staten Island
House,499999,3,2,1763,New York,Richmond County,Staten Island,"12 Irving Pl, Staten Island, NY 10304, USA",Prominent Properties Sotheby's International Realty,12 Irving Pl," Staten Island"," NY"," 10304"," USA",Staten Island
Co-op,560000,2,2,2184,Queens County,Queens,Forest Hills,"11020 71st Ave Apt 330, Forest Hills, NY 11375, USA",Douglas Elliman - Bayside,11020 71st Ave Apt 330," Forest Hills"," NY"," 11375"," USA",Queens
Townhouse,1268000,3,2,1513,New York,Queens County,Queens,"102-37 68th Ave, Flushing, NY 11375, USA",RE/MAX City Square,102-37 68th Ave," Flushing"," NY"," 11375"," USA",Queens
House,1899000,7,4,2800,New York,Kings County,Brooklyn,"2719 Whitman Dr, Brooklyn, NY 11234, USA",BROOKLYN`S 4 U REALTY,2719 Whitman Dr," Brooklyn"," NY"," 11234"," USA",Brooklyn
Co-op,129000,3,1,2184,Queens County,Queens,Jamaica,"87-15 165th St #2a, Jamaica, NY 11432, USA",Corcoran,87-15 165th St #2a," Jamaica"," NY"," 11432"," USA",Queens
Co-op,888000,3,2,1600,Queens County,Queens,Forest Hills,"69-10 108th St #4c, Forest Hills, NY 11375, USA",NY Empire Real Estate,69-10 108th St #4c," Forest Hills"," NY"," 11375"," USA",Queens
Multi-family home,2100000,20,8,7200,New York,Kings County,Brooklyn,"7222 3rd Ave, Brooklyn, NY 11209, USA",Berkshire Hathaway HomeServices Cangiano Estates,7222 3rd Ave," Brooklyn"," NY"," 11209"," USA",Brooklyn
House,2900000,5,2.37386083602905,6707,New York,Richmond County,Staten Island,"29 Annfield Ct, Staten Island, NY 10304, USA",NoBroker,29 Annfield Ct," Staten Island"," NY"," 10304"," USA",Staten Island
House,1250000,4,2.37386083602905,2184,New York,Queens County,Queens,"146-11 Delaware Ave, Flushing, NY 11355, USA",Prospes Real Estate Corp,146-11 Delaware Ave," Flushing"," NY"," 11355"," USA",Queens
Condo,1078000,3,2,2184,Queens County,Queens,Forest Hills,"100-25 Queens Blvd #4b, Forest Hills, NY 11375, USA",Benjamin Realty Since 1980,100-25 Queens Blvd #4b," Forest Hills"," NY"," 11375"," USA",Queens
House,3200000,4,4,2950,New York,Kings County,Brooklyn,"70 81st St, Brooklyn, NY 11209, USA",Keller Williams Points North,70 81st St," Brooklyn"," NY"," 11209"," USA",Brooklyn
Co-op,555555,1,1,2184,New York County,New York,Manhattan,"622 West End Ave #4a, New York, NY 10024, USA",COMPASS,622 West End Ave #4a," New York"," NY"," 10024"," USA",Manhattan
Co-op,293900,1,1,2184,Queens County,Queens,Jackson Heights,"35-31 85th St #6c, Jackson Heights, NY 11372, USA",Keller Williams Realty Greater Nassau,35-31 85th St #6c," Jackson Heights"," NY"," 11372"," USA",Queens
House,1175000,3,2,1192,New York,Kings County,Brooklyn,"6810 Madeline Ct, Brooklyn, NY 11220, USA",RE MAX Elite,6810 Madeline Ct," Brooklyn"," NY"," 11220"," USA",Brooklyn
Land,160000,3,2.37386083602905,2184,New York,Queens County,Queens,"110-42 213th St, Queens Village, NY 11429, USA",EXIT REALTY FIRST CHOICE,110-42 213th St," Queens Village"," NY"," 11429"," USA",Queens
Contingent,999999,3,2,1880,New York,Kings County,Brooklyn,"560 Bay Ridge Ave, Brooklyn, NY 11220, USA",Coldwell Banker Reliable,560 Bay Ridge Ave," Brooklyn"," NY"," 11220"," USA",Brooklyn
House,1448000,5,4,2000,New York,Queens County,Queens,"84-19 253rd St, Jamaica, NY 11426, USA",Karten Real Estate Svcs LLC,84-19 253rd St," Jamaica"," NY"," 11426"," USA",Queens
House,2950000,6,5,5436,New York,Kings County,Brooklyn,"2390 National Dr, Brooklyn, NY 11234, USA",BERGEN BASIN REALTY,2390 National Dr," Brooklyn"," NY"," 11234"," USA",Brooklyn
Co-op,150000,3,1,600,Queens County,Queens,Corona,"99-10 60th Ave #5l, Corona, NY 11368, USA",EXP Realty,99-10 60th Ave #5l," Corona"," NY"," 11368"," USA",Queens
Condo,354900,2,1,673,Kings County,Brooklyn,Bay Ridge,"160 72nd St Apt 713, Brooklyn, NY 11209, USA",DiTommaso Real Estate,160 72nd St Apt 713," Brooklyn"," NY"," 11209"," USA",Brooklyn
Condo,580000,2,2,2184,New York,Queens County,Queens,"93-05 37th Ave, Jackson Heights, NY 11372, USA",Chase Global Realty Corp,93-05 37th Ave," Jackson Heights"," NY"," 11372"," USA",Queens
House,969000,3,2,1776,New York,Queens County,Queens,"63-44 72nd St, Flushing, NY 11379, USA",Trademarko Realty Inc,63-44 72nd St," Flushing"," NY"," 11379"," USA",Queens
Condo,530000,1,1,538,New York,Kings County,Brooklyn,"2286 Cropsey Ave #6d, Brooklyn, NY 11214, USA",Bayview Marketing Group LLC,2286 Cropsey Ave #6d," Brooklyn"," NY"," 11214"," USA",Brooklyn
House,3900000,5,6,7723,New York,Queens County,Queens,"144-58 Boulevard, Malba, NY 11357, USA",Winzone Realty Inc,144-58 Boulevard," Malba"," NY"," 11357"," USA",Queens
Condo,624999,3,2,2184,Kings County,Brooklyn,Bergen Beach,"1070 E 73rd St #4c, Brooklyn, NY 11234, USA",Keller Williams Realty Greater Nassau,1070 E 73rd St #4c," Brooklyn"," NY"," 11234"," USA",Brooklyn
House,551000,3,2.37386083602905,2184,New York,Kings County,Brooklyn,"1606 E 45th St, Brooklyn, NY 11234, USA",VYLLA Homes,1606 E 45th St," Brooklyn"," NY"," 11234"," USA",Brooklyn
Townhouse,14800000,8,10,2184,New York,New York County,New York,"135 E 15th St, New York, NY 10003, USA",Corcoran East Side,135 E 15th St," New York"," NY"," 10003"," USA",Manhattan
House,450000,3,2.37386083602905,1122,New York,Bronx County,The Bronx,"102 Pilot St, Bronx, NY 10464, USA",Kismet Realty NY,102 Pilot St," Bronx"," NY"," 10464"," USA",Bronx
Condo,475000,2,1,1296,New York,Richmond County,Staten Island,"26 Katan Loop, Staten Island, NY 10308, USA","Robert DeFalco Realty, Inc.",26 Katan Loop," Staten Island"," NY"," 10308"," USA",Staten Island
Condo,995000,3,2,2184,New York County,New York,Manhattan,"100 Manhattan Ave #4a, New York, NY 10025, USA",Corcoran West Side Gallery,100 Manhattan Ave #4a," New York"," NY"," 10025"," USA",Manhattan
Co-op,650000,1,1,2184,New York County,New York,Manhattan,"411 E 57th St #16b, New York, NY 10022, USA",Sotheby's International Realty - East Side Manhattan Brokerage,411 E 57th St #16b," New York"," NY"," 10022"," USA",Manhattan
Co-op,250000,2,1,2184,Queens County,Queens,Woodhaven,"83-55 Woodhaven Blvd #6k, Woodhaven, NY 11421, USA",Sold By Bart R E Partners Inc,83-55 Woodhaven Blvd #6k," Woodhaven"," NY"," 11421"," USA",Queens
Co-op,125000,3,1,600,Bronx County,The Bronx,Pelham Bay,"3121 Middletown Rd #1c, Bronx, NY 10461, USA",Re/Max In The City,3121 Middletown Rd #1c," Bronx"," NY"," 10461"," USA",Bronx
Co-op,2200000,3,3,2195,New York County,New York,Manhattan,"336 Central Park W #3b, New York, NY 10025, USA",COMPASS,336 Central Park W #3b," New York"," NY"," 10025"," USA",Manhattan
Condo,925000,2,1,2184,New York County,New York,Manhattan,"200 Bowery #2c, New York, NY 10012, USA",Corcoran East Side,200 Bowery #2c," New York"," NY"," 10012"," USA",Manhattan
House,639000,3,2,2184,New York,Kings County,Brooklyn,"2072 E 74th St, Brooklyn, NY 11234, USA",Classic Home Sales,2072 E 74th St," Brooklyn"," NY"," 11234"," USA",Brooklyn
House,215000,3,2.37386083602905,1509,New York,Queens County,Queens,"114-06 194th St, Jamaica, NY 11412, USA",Sowae Corp,114-06 194th St," Jamaica"," NY"," 11412"," USA",Queens
House,2050000,6,6,5600,New York,Richmond County,Staten Island,"254 Flagg Pl, Staten Island, NY 10304, USA","Tom Crimmins Realty, Ltd.",254 Flagg Pl," Staten Island"," NY"," 10304"," USA",Staten Island
Co-op,279000,2,2,1050,New York,Bronx County,The Bronx,"4320 Van Cortlandt Park E, Bronx, NY 10470, USA",Jane Mosello Real Estate,4320 Van Cortlandt Park E," Bronx"," NY"," 10470"," USA",Bronx
Condo,785000,2,2,968,Kings County,Brooklyn,Bath Beach,"16 Bay 25th St #4a, Brooklyn, NY 11214, USA",COMPASS,16 Bay 25th St #4a," Brooklyn"," NY"," 11214"," USA",Brooklyn
House,669000,3,2,1312,New York,Richmond County,Staten Island,"72 Boone St, Staten Island, NY 10314, USA",Ashford Homes,72 Boone St," Staten Island"," NY"," 10314"," USA",Staten Island
Multi-family home,3650000,4,4,2880,New York,Kings County,Brooklyn,"35 Joralemon St, Brooklyn, NY 11201, USA",Corcoran SoHo,35 Joralemon St," Brooklyn"," NY"," 11201"," USA",Brooklyn
Townhouse,6700000,4,4,3740,New York,New York County,New York,"51 W 95th St, New York, NY 10025, USA",Vandenberg -The Townhouse Experts,51 W 95th St," New York"," NY"," 10025"," USA",Manhattan
Multi-family home,681000,6,3,2184,New York,Kings County,Brooklyn,"694 Ashford St, Brooklyn, NY 11207, USA",Vantage Realty Partners,694 Ashford St," Brooklyn"," NY"," 11207"," USA",Brooklyn
Multi-family home,530000,2,2,1672,New York,Richmond County,Staten Island,"87 Murdock Pl, Staten Island, NY 10303, USA","Robert DeFalco Realty, Inc.",87 Murdock Pl," Staten Island"," NY"," 10303"," USA",Staten Island
Condo,1700000,2,2,1580,Kings County,Brooklyn,Crown Heights,"984 Bergen St #1, Brooklyn, NY 11216, USA",Corcoran SoHo,984 Bergen St #1," Brooklyn"," NY"," 11216"," USA",Brooklyn
Co-op,339000,1,1,1085,Kings County,Brooklyn,Fort Hamilton,"9437 Shore Rd Apt C8, Brooklyn, NY 11209, USA",J. Milo Real Estate Ltd,9437 Shore Rd Apt C8," Brooklyn"," NY"," 11209"," USA",Brooklyn
House,800000,3,2,1224,New York,Kings County,Brooklyn,"1883 E 53rd St, Brooklyn, NY 11234, USA",Keller Williams Village Sq Rlt,1883 E 53rd St," Brooklyn"," NY"," 11234"," USA",Brooklyn
Co-op,189000,1,1,700,Bronx County,The Bronx,North Riverdale,"6535 Broadway #1g, Bronx, NY 10471, USA",Re/Max In The City,6535 Broadway #1g," Bronx"," NY"," 10471"," USA",Bronx
Co-op,48000000,5,2.37386083602905,2184,New York County,New York,Manhattan,"740 Park Ave #5, New York, NY 10021, USA",Corcoran East Side,740 Park Ave #5," New York"," NY"," 10021"," USA",Manhattan
Co-op,4995000,2,2,2184,New York County,New York,Manhattan,"14 E 75th St #9d, New York, NY 10021, USA",Brown Harris Stevens - 445 Park Avenue,14 E 75th St #9d," New York"," NY"," 10021"," USA",Manhattan
Contingent,835000,5,2,2050,New York,Richmond County,Staten Island,"393 Guyon Ave, Staten Island, NY 10306, USA","Ed Bruno Realty, LLC",393 Guyon Ave," Staten Island"," NY"," 10306"," USA",Staten Island
House,999999,2,2,1198,New York County,New York,Manhattan,"333 E 91st St #10b, New York, NY 10128, USA",Douglas Elliman - 575 Madison Ave,333 E 91st St #10b," New York"," NY"," 10128"," USA",Manhattan
Condo,575000,3,2,877,Queens County,Queens,Ridgewood,"61-20 71st Ave #2f, Ridgewood, NY 11385, USA",Commerce Realty Group,61-20 71st Ave #2f," Ridgewood"," NY"," 11385"," USA",Queens
Pending,349750,1,1,2184,Kings County,Brooklyn,Park Slope,"483 17th St #2l, Brooklyn, NY 11215, USA",Corcoran Bedford Stuyvesant,483 17th St #2l," Brooklyn"," NY"," 11215"," USA",Brooklyn
Co-op,385000,1,1,2184,New York,New York County,New York,"116 Pinehurst Ave, New York, NY 10033, USA",Corcoran West Side,116 Pinehurst Ave," New York"," NY"," 10033"," USA",Manhattan
Townhouse,7950000,4,2,3397,New York,New York County,New York,"20 Jones St, New York, NY 10014, USA",COMPASS,20 Jones St," New York"," NY"," 10014"," USA",Manhattan
Pending,324900,2,2,1100,Bronx County,The Bronx,North Riverdale,"5715 Mosholu Ave #6b, Bronx, NY 10471, USA",CHIN - Re/Max in The City,5715 Mosholu Ave #6b," Bronx"," NY"," 10471"," USA",Bronx
Co-op,175000,3,1,2184,Kings County,Brooklyn,Kensington,"275 Webster Ave #6g, Brooklyn, NY 11230, USA",Douglas Elliman - 1995 Broadway,275 Webster Ave #6g," Brooklyn"," NY"," 11230"," USA",Brooklyn
Multi-family home,915999,5,3,2184,New York,Queens County,Queens,"26-39 93rd St, Flushing, NY 11369, USA",Keller Williams Realty Elite,26-39 93rd St," Flushing"," NY"," 11369"," USA",Queens
Multi-family home,1850000,12,8,5250,New York,Kings County,Brooklyn,"1727 E 14th St, Brooklyn, NY 11229, USA",RE MAX Edge,1727 E 14th St," Brooklyn"," NY"," 11229"," USA",Brooklyn
Condo,40000000,5,6,7488,New York County,New York,Manhattan,"111 Murray St Ph 2, New York, NY 10007, USA",Douglas Elliman - New Development,111 Murray St Ph 2," New York"," NY"," 10007"," USA",Manhattan
Pending,324900,2,2,1100,Bronx County,The Bronx,North Riverdale,"5715 Mosholu Ave #6b, Bronx, NY 10471, USA",CHIN - Re/Max in The City,5715 Mosholu Ave #6b," Bronx"," NY"," 10471"," USA",Bronx
