Condo,16995000,4,4,3310,New York,Manhattan,East 22nd Street,"One Madison, 23 E 22nd St #55A, New York, NY 10010, USA",R New York,NULL,NULL,NULL,NULL,NULL,Manhattan
Co-op,1195000,3,2,2184,New York County,New York,Manhattan,"250 W 103rd St #2b, New York, NY 10025, USA",Keller Williams NYC,250 W 103rd St #2b," New York"," NY"," 10025"," USA",Manhattan
Co-op,679000,1,1,2184,New York County,New York,Manhattan,"200 Cabrini Blvd Apt 117, New York, NY 10033, USA",COMPASS,200 Cabrini Blvd Apt 117," New York"," NY"," 10033"," USA",Manhattan
Contingent,299998,2,1,1200,Richmond County,Staten Island,Rosebank,"412 Maryland Ave #3a, Staten Island, NY 10305, USA",Coldwell Banker Advantage,412 Maryland Ave #3a," Staten Island"," NY"," 10305"," USA",Staten Island
Condo,690000,2,2,942,Kings County,Brooklyn,Bensonhurst,"1569 W 7th St #3a, Brooklyn, NY 11204, USA",eXp Realty BKNY,1569 W 7th St #3a," Brooklyn"," NY"," 11204"," USA",Brooklyn
Co-op,185000,2,1,854,Kings County,Brooklyn,Sheepshead Bay,"2250 Brigham St #3g, Brooklyn, NY 11229, USA",Pride Estates,2250 Brigham St #3g," Brooklyn"," NY"," 11229"," USA",Brooklyn
Pending,859000,3,2,2184,New York,Queens County,Queens,"110-38 64th Ave, Forest Hills, NY 11375, USA",EXP Realty,110-38 64th Ave," Forest Hills"," NY"," 11375"," USA",Queens
Multi-family home,928888,4,2,1480,New York,Queens County,Queens,"12-12 120th St, Flushing, NY 11356, USA",Suydam Agency Inc,12-12 120th St," Flushing"," NY"," 11356"," USA",Queens
Condo,780000,2,2,955,Queens County,Queens,Flushing,"132-59 41st Rd #6c, Flushing, NY 11355, USA",Canaan Realty International,132-59 41st Rd #6c," Flushing"," NY"," 11355"," USA",Queens
House,1190000,3,2,1360,New York,Kings County,Brooklyn,"260 89th St, Brooklyn, NY 11209, USA",RE MAX Real Estate Professionals,260 89th St," Brooklyn"," NY"," 11209"," USA",Brooklyn
Co-op,1400000,2,2,2184,New York County,New York,Manhattan,"201 W 70th St #8c, New York, NY 10023, USA",Douglas Elliman - 1995 Broadway,201 W 70th St #8c," New York"," NY"," 10023"," USA",Manhattan
Co-op,599000,2,1,1100,New York County,New York,Manhattan,"310 Lexington Ave #1b, New York, NY 10016, USA",Brown Harris Stevens - 445 Park Avenue,310 Lexington Ave #1b," New York"," NY"," 10016"," USA",Manhattan
Condo,639999,3,2,1180,Bronx County,The Bronx,Kingsbridge,"3816 Waldo Ave #3b, Bronx, NY 10463, USA",Exp Realty,3816 Waldo Ave #3b," Bronx"," NY"," 10463"," USA",Bronx
Co-op,799000,1,1,2184,New York County,New York,Manhattan,"430 W 34th St. #12h, New York, NY 10001, USA",Corcoran SoHo,NULL,NULL,NULL,NULL,NULL,Manhattan
Condo,14950000,3,4,3228,New York,New York County,New York,"39 W 23rd St, New York, NY 10010, USA",Corcoran East Side,39 W 23rd St," New York"," NY"," 10010"," USA",Manhattan
House,749000,3,2,1600,New York,Richmond County,Staten Island,"476 Robinson Ave, Staten Island, NY 10312, USA",E House Realty & Mgt. Inc.,476 Robinson Ave," Staten Island"," NY"," 10312"," USA",Staten Island
Condo,2999999,4,4,3100,New York County,New York,Manhattan,"1280 5th Ave #8b, New York, NY 10029, USA",Corcoran Brooklyn Heights,1280 5th Ave #8b," New York"," NY"," 10029"," USA",Manhattan
Pending,599000,2,3,2184,New York County,New York,Manhattan,"457 W 57th St #809, New York, NY 10019, USA",COMPASS,457 W 57th St #809," New York"," NY"," 10019"," USA",Manhattan
Co-op,2700000,2,2,2184,New York County,New York,Manhattan,"43 5th Ave #8b, New York, NY 10003, USA",Corcoran East Side,43 5th Ave #8b," New York"," NY"," 10003"," USA",Manhattan
Townhouse,3995000,4,4,3412,New York,Kings County,Brooklyn,"98 Degraw St, Brooklyn, NY 11231, USA",COMPASS,98 Degraw St," Brooklyn"," NY"," 11231"," USA",Brooklyn
House,2235000,3,4,2750,New York,Kings County,Brooklyn,"194 Falmouth St, Brooklyn, NY 11235, USA",Remax Edge - RE/MAX EDGE,194 Falmouth St," Brooklyn"," NY"," 11235"," USA",Brooklyn
House,620000,3,2,1400,New York,Bronx County,The Bronx,"1724 Hutchinson Riv Pkwy, Bronx, NY 10461, USA",BESMATCH REAL ESTATE,1724 Hutchinson Riv Pkwy," Bronx"," NY"," 10461"," USA",Bronx
Co-op,1695000,4,4,2184,New York County,New York,Manhattan,"55 Liberty St Ph 31A, New York, NY 10005, USA",Serhant,55 Liberty St Ph 31A," New York"," NY"," 10005"," USA",Manhattan
Condo,1999999,3,2,1865,New York,Kings County,Brooklyn,"61 N Henry St, Brooklyn, NY 11222, USA",Serhant,61 N Henry St," Brooklyn"," NY"," 11222"," USA",Brooklyn
Condo,1150000,2,2,1850,Queens County,Queens,Bayside,"12-29 Estates Ln #223, Bayside, NY 11360, USA",Prime Realty,12-29 Estates Ln #223," Bayside"," NY"," 11360"," USA",Queens
Co-op,339000,2,1,822,New York,Bronx County,The Bronx,"59 Edgewater Park, Bronx, NY 10465, USA",Morris Park Realty Group,59 Edgewater Park," Bronx"," NY"," 10465"," USA",Bronx
House,1390000,5,2,2184,New York,Queens County,Queens,"66-05 Garfield Ave, Flushing, NY 11377, USA",E Realty International Corp,66-05 Garfield Ave," Flushing"," NY"," 11377"," USA",Queens
House,938000,3,2,1836,New York,Queens County,Queens,"19-26 81st St, Flushing, NY 11370, USA",Realty Executives Today,19-26 81st St," Flushing"," NY"," 11370"," USA",Queens
House,919000,6,3,5400,New York,Kings County,Brooklyn,"2911 Avenue D, Brooklyn, NY 11226, USA",5 Boro Realty Corp,2911 Avenue D," Brooklyn"," NY"," 11226"," USA",Brooklyn
Co-op,425000,3,2,1150,Bronx County,The Bronx,Hudson Hill,"4705 Henry Hudson Pkwy W #7j, Bronx, NY 10471, USA",Ernest Chi Real Estate LLC,4705 Henry Hudson Pkwy W #7j," Bronx"," NY"," 10471"," USA",Bronx
Townhouse,19995000,6,2.37386083602905,8300,New York,New York County,New York,"109 Waverly Pl, New York, NY 10011, USA",COMPASS,109 Waverly Pl," New York"," NY"," 10011"," USA",Manhattan
Multi-family home,1249000,5,2,2184,New York,Kings County,Brooklyn,"2798 Pitkin Ave, Brooklyn, NY 11208, USA",Realty Executives LAR Group,2798 Pitkin Ave," Brooklyn"," NY"," 11208"," USA",Brooklyn
Co-op,799000,2,2,1000,New York County,New York,Manhattan,"325 E 41st St Apt 509, New York, NY 10017, USA",Douglas Elliman - 936 Broadway,325 E 41st St Apt 509," New York"," NY"," 10017"," USA",Manhattan
Co-op,475000,1,1,750,Kings County,Brooklyn,Brooklyn Heights,"100 Remsen St #8c, Brooklyn, NY 11201, USA",Corcoran Park Avenue South,100 Remsen St #8c," Brooklyn"," NY"," 11201"," USA",Brooklyn
Townhouse,3800000,6,4,3340,New York,Kings County,Brooklyn,"464 5th St, Brooklyn, NY 11215, USA",Keller Williams NYC,464 5th St," Brooklyn"," NY"," 11215"," USA",Brooklyn
Co-op,325000,3,1,1200,Kings County,Brooklyn,Sheepshead Bay,"3021 Avenue Z #2h, Brooklyn, NY 11235, USA",KORR REALTY,3021 Avenue Z #2h," Brooklyn"," NY"," 11235"," USA",Brooklyn
Condo,1200000,2,2,1200,New York County,New York,Manhattan,"50 Pine St APT 8N, New York, NY 10005, USA",COMPASS,50 Pine St APT 8N," New York"," NY"," 10005"," USA",Manhattan
House,6975000,2,2,3050,New York County,New York,Manhattan,"200 Mercer St #5e, New York, NY 10012, USA",Corcoran SoHo,200 Mercer St #5e," New York"," NY"," 10012"," USA",Manhattan
Condo,1150000,2,2,2184,New York County,New York,Manhattan,"90 William St #16g, New York, NY 10038, USA",Corcoran Park Avenue South,90 William St #16g," New York"," NY"," 10038"," USA",Manhattan
House,2400000,4,4,3424,New York,Kings County,Brooklyn,"867 Sterling Pl, Brooklyn, NY 11216, USA",Corcoran Park Slope,867 Sterling Pl," Brooklyn"," NY"," 11216"," USA",Brooklyn
Co-op,3500000,4,4,2700,New York,New York County,New York,"325 W 52nd St, New York, NY 10019, USA",Douglas Elliman  -111 Fifth Ave,325 W 52nd St," New York"," NY"," 10019"," USA",Manhattan
House,769000,3,2,2184,New York,Queens County,Queens,"84-96 Austin St, Jamaica, NY 11415, USA",Realty Connect USA LLC,84-96 Austin St," Jamaica"," NY"," 11415"," USA",Queens
House,2975000,4,4,2968,New York County,New York,Manhattan,"333 E 91st St #12c, New York, NY 10128, USA",Douglas Elliman - 575 Madison Ave,333 E 91st St #12c," New York"," NY"," 10128"," USA",Manhattan
Multi-family home,1860000,6,4,2184,New York,Queens County,Queens,"149-42 17th Rd, Whitestone, NY 11357, USA",Landmark International R E Llc,149-42 17th Rd," Whitestone"," NY"," 11357"," USA",Queens
House,4000000,32,12,7188,New York,New York County,New York,"150 E 105th St, New York, NY 10029, USA",Coldwell Banker Reliable,150 E 105th St," New York"," NY"," 10029"," USA",Manhattan
Condo,1250000,2,2,1257,Queens County,Queens,Flushing,"131-01 40th Rd #8c, Flushing, NY 11354, USA",Winzone Realty Inc,131-01 40th Rd #8c," Flushing"," NY"," 11354"," USA",Queens
Co-op,220000,1,1,750,New York,Queens County,Queens,"245-54 62nd Ave, Douglaston, NY 11362, USA",Keller Williams Realty Greater Nassau,245-54 62nd Ave," Douglaston"," NY"," 11362"," USA",Queens
Multi-family home,1179987,5,4,4143,New York,Richmond County,Staten Island,"7069 Amboy Rd, Staten Island, NY 10307, USA",RE MAX Elite,7069 Amboy Rd," Staten Island"," NY"," 10307"," USA",Staten Island
Multi-family home,949000,7,6,3733,New York,Bronx County,The Bronx,"1040 Clay Ave, Bronx, NY 10456, USA","Charles Rutenberg Realty, Inc.",1040 Clay Ave," Bronx"," NY"," 10456"," USA",Bronx
House,920000,5,4,2184,New York,Kings County,Brooklyn,"468 E 46th St, Brooklyn, NY 11203, USA",Coldwell Banker American Homes,468 E 46th St," Brooklyn"," NY"," 11203"," USA",Brooklyn
Contingent,699000,3,2,1312,New York,Richmond County,Staten Island,"74 Greencroft Ave, Staten Island, NY 10308, USA",All Coast Real Estate LLC,74 Greencroft Ave," Staten Island"," NY"," 10308"," USA",Staten Island
Co-op,4000000,3,2,2300,New York County,New York,Manhattan,"52 Riverside Dr #16a, New York, NY 10024, USA",The Agency,52 Riverside Dr #16a," New York"," NY"," 10024"," USA",Manhattan
House,649000,3,3,1456,New York,Richmond County,Staten Island,"58 Roanoke St, Staten Island, NY 10314, USA",Katz Realty,58 Roanoke St," Staten Island"," NY"," 10314"," USA",Staten Island
Condo,1175000,1,2,1070,New York County,New York,Manhattan,"40 W 55th St #4d, New York, NY 10019, USA",Corcoran Brooklyn Heights,40 W 55th St #4d," New York"," NY"," 10019"," USA",Manhattan
House,995000,2,2,800,New York,Kings County,Brooklyn,"1809 W 3rd St, Brooklyn, NY 11223, USA",RE MAX Real Estate Professionals,1809 W 3rd St," Brooklyn"," NY"," 11223"," USA",Brooklyn
Condo,1595000,3,2,1375,Kings County,Brooklyn,Greenpoint,"149 Dupont St #3, Brooklyn, NY 11222, USA",Corcoran Williamsburg Driggs,149 Dupont St #3," Brooklyn"," NY"," 11222"," USA",Brooklyn
Co-op,435000,3,1,2184,New York County,New York,Manhattan,"110 Thompson St #2a, New York, NY 10012, USA",Brown Harris Stevens,110 Thompson St #2a," New York"," NY"," 10012"," USA",Manhattan
House,649000,3,3,1456,New York,Richmond County,Staten Island,"58 Roanoke St, Staten Island, NY 10314, USA",Katz Realty,58 Roanoke St," Staten Island"," NY"," 10314"," USA",Staten Island
House,995000,2,2,800,New York,Kings County,Brooklyn,"1809 W 3rd St, Brooklyn, NY 11223, USA",RE MAX Real Estate Professionals,1809 W 3rd St," Brooklyn"," NY"," 11223"," USA",Brooklyn
Condo,1338000,3,2,2082,Richmond County,Staten Island,Mid Island,"90 Bay Street Landing #8g, Staten Island, NY 10301, USA",Holly's Staten Island Buzz Realty Inc.,90 Bay Street Landing #8g," Staten Island"," NY"," 10301"," USA",Staten Island
House,499000,2,2,1146,New York,Bronx County,The Bronx,"4302 Boyd Ave, Bronx, NY 10466, USA","Weichert, Realtors - Larchmont",4302 Boyd Ave," Bronx"," NY"," 10466"," USA",Bronx
Multi-family home,2280000,6,5,2184,New York,Queens County,Queens,"40-18 190th St, Flushing, NY 11358, USA",Prospes Real Estate Corp,40-18 190th St," Flushing"," NY"," 11358"," USA",Queens
House,660000,3,2,2184,New York,Kings County,Brooklyn,"949 Schenck Ave, Brooklyn, NY 11207, USA",Instahomes Realty LLC,949 Schenck Ave," Brooklyn"," NY"," 11207"," USA",Brooklyn
Co-op,349000,2,1,800,Kings County,Brooklyn,Sheepshead Bay,"3235 Emmons Ave Apt 625, Brooklyn, NY 11235, USA",RE MAX Edge,3235 Emmons Ave Apt 625," Brooklyn"," NY"," 11235"," USA",Brooklyn
House,14750000,6,6,8790,New York,New York County,New York,"7 E 69th St, New York, NY 10021, USA",Douglas Elliman - 575 Madison Ave,7 E 69th St," New York"," NY"," 10021"," USA",Manhattan
House,160000,2,1,900,New York,Richmond County,Staten Island,"2701 Goethals Rd N d4, Staten Island, NY 10303, USA",Re/Max Edge,2701 Goethals Rd N d4," Staten Island"," NY"," 10303"," USA",Staten Island
Condo,12500000,4,4,3550,New York County,New York,Manhattan,"100 Vandam St #6a, New York, NY 10013, USA","Nest Seekers International, Midtown",100 Vandam St #6a," New York"," NY"," 10013"," USA",Manhattan
Condo,370000,3,1,462,Kings County,Brooklyn,Homecrest,"1657 E 19th St #8b, Brooklyn, NY 11229, USA",Ilite Realty Inc,1657 E 19th St #8b," Brooklyn"," NY"," 11229"," USA",Brooklyn
Co-op,600000,1,1,715,New York County,New York,Manhattan,"545 W 111th St #2b, New York, NY 10025, USA",COMPASS,545 W 111th St #2b," New York"," NY"," 10025"," USA",Manhattan
Condo,1950000,2,2,1000,New York County,New York,Manhattan,"200 E 89th St APT 42B, New York, NY 10128, USA",Corcoran Park Avenue South,200 E 89th St APT 42B," New York"," NY"," 10128"," USA",Manhattan
Co-op,2000000,3,2,1800,New York County,New York,Manhattan,"239 E 79th St #8f, New York, NY 10075, USA",Douglas Elliman - 575 Madison Ave,239 E 79th St #8f," New York"," NY"," 10075"," USA",Manhattan
Multi-family home,1250828,7,2,2184,New York,Queens County,Queens,"59-43 Madison St, Flushing, NY 11385, USA",Voro Llc,59-43 Madison St," Flushing"," NY"," 11385"," USA",Queens
House,1149000,4,3,1800,New York,Kings County,Brooklyn,"284 Sullivan Pl, Brooklyn, NY 11225, USA",RE MAX Real Estate Professionals,284 Sullivan Pl," Brooklyn"," NY"," 11225"," USA",Brooklyn
Co-op,329999,2,1,950,Bronx County,The Bronx,East Bronx,"880 Boynton Ave #18f, Bronx, NY 10473, USA",BESMATCH REAL ESTATE,880 Boynton Ave #18f," Bronx"," NY"," 10473"," USA",Bronx
Co-op,390000,2,1,1100,New York,Queens County,Queens,"112-50 78th Ave, Forest Hills, NY 11375, USA",Brown Harris Stevens Forest Hills LLC,112-50 78th Ave," Forest Hills"," NY"," 11375"," USA",Queens
Co-op,400000,3,1,2184,New York County,New York,Manhattan,"2025 Broadway #17g, New York, NY 10023, USA",COMPASS,2025 Broadway #17g," New York"," NY"," 10023"," USA",Manhattan
Co-op,239000,1,1,700,Kings County,Brooklyn,Manhattan Beach,"150 West End Ave #1j, Brooklyn, NY 11235, USA",Bo's Prime Realty,150 West End Ave #1j," Brooklyn"," NY"," 11235"," USA",Brooklyn
Multi-family home,1188888,4,2,2184,New York,Queens County,Queens,"132-14 Horace Harding Expy, Flushing, NY 11367, USA",Signature Premier Properties,132-14 Horace Harding Expy," Flushing"," NY"," 11367"," USA",Queens
Condo,18500000,4,4,4856,New York,New York County,New York,"73 Wooster St, New York, NY 10012, USA",COMPASS,73 Wooster St," New York"," NY"," 10012"," USA",Manhattan
Co-op,567000,3,2,2184,Queens County,Queens,Rego Park,"97-37 63rd Rd #3e, Rego Park, NY 11374, USA",Mjr Real Estate Llc,97-37 63rd Rd #3e," Rego Park"," NY"," 11374"," USA",Queens
Condo,8900000,5,5,4297,New York,New York County,New York,"200 West End Ave, New York, NY 10023, USA",COMPASS,200 West End Ave," New York"," NY"," 10023"," USA",Manhattan
Co-op,189000,3,1,2184,Queens County,Queens,Jackson Heights,"9011 35th Ave Apt 1f, Jackson Heights, NY 11372, USA",RE/MAX Team,9011 35th Ave Apt 1f," Jackson Heights"," NY"," 11372"," USA",Queens
House,985000,3,2,2184,New York,Queens County,Queens,"82-61 172nd St, Jamaica, NY 11432, USA",Keller Williams Rlty Landmark,82-61 172nd St," Jamaica"," NY"," 11432"," USA",Queens
Co-op,839000,3,2,1120,New York County,New York,Manhattan,"447 Fort Washington Ave Apt 44, New York, NY 10033, USA",COMPASS,447 Fort Washington Ave Apt 44," New York"," NY"," 10033"," USA",Manhattan
Co-op,995000,3,2,2184,New York County,New York,Manhattan,"455 E 51st St #4f, New York, NY 10022, USA",Corcoran East Side,455 E 51st St #4f," New York"," NY"," 10022"," USA",Manhattan
Condo,1439000,4,2,1625,Kings County,Brooklyn,Bedford-Stuyvesant,"800 Bedford Ave APT 4A, Brooklyn, NY 11205, USA","Erealty Advisors, Inc",800 Bedford Ave APT 4A," Brooklyn"," NY"," 11205"," USA",Brooklyn
Co-op,379000,2,1,900,Queens County,Queens,Flushing,"144-40 71st Ave #2, Flushing, NY 11367, USA",East Coast REALTORS Inc,144-40 71st Ave #2," Flushing"," NY"," 11367"," USA",Queens
Co-op,3195000,4,4,2184,New York,New York County,New York,"425 E 63rd St, New York, NY 10065, USA",Corcoran East Side,425 E 63rd St," New York"," NY"," 10065"," USA",Manhattan
Condo,1439000,4,2,1625,Kings County,Brooklyn,Bedford-Stuyvesant,"800 Bedford Ave APT 4A, Brooklyn, NY 11205, USA","Erealty Advisors, Inc",800 Bedford Ave APT 4A," Brooklyn"," NY"," 11205"," USA",Brooklyn
Multi-family home,1245000,5,2,1800,New York,Queens County,Queens,"64-56 Woodbine St, Ridgewood, NY 11385, USA",Werba Realty Llc,64-56 Woodbine St," Ridgewood"," NY"," 11385"," USA",Queens
Townhouse,1995000,4,4,2184,New York,Kings County,Brooklyn,"1069 Lincoln Pl, Brooklyn, NY 11213, USA",COMPASS,1069 Lincoln Pl," Brooklyn"," NY"," 11213"," USA",Brooklyn
Multi-family home,365000,4,3,1600,New York,Richmond County,Staten Island,"148 Brighton Ave, Staten Island, NY 10301, USA",OneSpace Realty Group LLC,148 Brighton Ave," Staten Island"," NY"," 10301"," USA",Staten Island
Condo,950000,2,2,1025,New York,Queens County,Queens,"12-15 Broadway, Long Island City, NY 11106, USA",Corcoran Long Island City,12-15 Broadway," Long Island City"," NY"," 11106"," USA",Queens
House,4195000,6,6,2184,New York,New York County,New York,"9 Clinton St, New York, NY 10002, USA",Corcoran Chelsea/Flatiron,9 Clinton St," New York"," NY"," 10002"," USA",Manhattan
Condo,209000,1,1,658,Bronx County,The Bronx,Parkchester,"1594 Unionport Rd #2a, Bronx, NY 10462, USA","John Edwards Real Estate, Inc.",1594 Unionport Rd #2a," Bronx"," NY"," 10462"," USA",Bronx
Pending,1390000,5,4,1992,New York,Kings County,Brooklyn,"1429 Avenue H, Brooklyn, NY 11230, USA",Real Broker LLC,1429 Avenue H," Brooklyn"," NY"," 11230"," USA",Brooklyn
Condo,8250000,6,6,3920,New York,New York County,New York,"306 Mott St, New York, NY 10012, USA",COMPASS,306 Mott St," New York"," NY"," 10012"," USA",Manhattan
Co-op,429000,2,1,850,New York,Kings County,Brooklyn,"9411 Shore Rd, Brooklyn, NY 11209, USA",Remax Edge - RE/MAX EDGE,9411 Shore Rd," Brooklyn"," NY"," 11209"," USA",Brooklyn
House,950000,1,1,2184,New York County,New York,Manhattan,"310 E 46th St #17h, New York, NY 10017, USA",Douglas Elliman - 575 Madison Ave,310 E 46th St #17h," New York"," NY"," 10017"," USA",Manhattan
House,699000,3,3,2835,New York,Kings County,Brooklyn,"4716 Avenue H, Brooklyn, NY 11234, USA",TALK OF THE TOWN REALTY C,4716 Avenue H," Brooklyn"," NY"," 11234"," USA",Brooklyn
Condo,450000,1,1,724,Kings County,Brooklyn,Homecrest,"2120 Ocean Ave #5b, Brooklyn, NY 11229, USA",Coldwell Banker Reliable,2120 Ocean Ave #5b," Brooklyn"," NY"," 11229"," USA",Brooklyn
House,1190000,4,2,1500,New York,Kings County,Brooklyn,"2330 E 15th St, Brooklyn, NY 11229, USA",RELIABLE SELL & BUY REALTY INC,2330 E 15th St," Brooklyn"," NY"," 11229"," USA",Brooklyn
Co-op,2995000,2,2,2184,New York County,New York,Manhattan,"10 Park Ave # 25e, New York, NY 10016, USA",COMPASS,10 Park Ave # 25e," New York"," NY"," 10016"," USA",Manhattan
Condo,349980,3,1,2184,Queens County,Queens,Flushing,"150-38 Union Tpke #8c, Flushing, NY 11367, USA",Keller Williams Realty Greater Nassau,150-38 Union Tpke #8c," Flushing"," NY"," 11367"," USA",Queens
Contingent,339000,1,1,693,Richmond County,Staten Island,Great Kills,"4219 Amboy Rd #4a, Staten Island, NY 10308, USA","Homes R Us Realty of NY, Inc.",4219 Amboy Rd #4a," Staten Island"," NY"," 10308"," USA",Staten Island
House,649000,3,2,1257,New York,Kings County,Brooklyn,"287 E 34th St, Brooklyn, NY 11203, USA",Panache Realty Co,287 E 34th St," Brooklyn"," NY"," 11203"," USA",Brooklyn
Co-op,4695000,3,4,2600,New York County,New York,Manhattan,"1100 Park Ave #11c, New York, NY 10128, USA",Sotheby's International Realty - East Side Manhattan Brokerage,1100 Park Ave #11c," New York"," NY"," 10128"," USA",Manhattan
Co-op,189999,1,1,2184,Queens County,Queens,East Elmhurst,"3230 93rd St Apt A7, East Elmhurst, NY 11369, USA",Exp Realty,3230 93rd St Apt A7," East Elmhurst"," NY"," 11369"," USA",Queens
Co-op,189999,1,1,2184,Queens County,Queens,East Elmhurst,"3230 93rd St Apt A7, East Elmhurst, NY 11369, USA",Exp Realty,3230 93rd St Apt A7," East Elmhurst"," NY"," 11369"," USA",Queens
House,699000,3,3,2835,New York,Kings County,Brooklyn,"4716 Avenue H, Brooklyn, NY 11234, USA",TALK OF THE TOWN REALTY C,4716 Avenue H," Brooklyn"," NY"," 11234"," USA",Brooklyn
Condo,349980,3,1,2184,Queens County,Queens,Flushing,"150-38 Union Tpke #8c, Flushing, NY 11367, USA",Keller Williams Realty Greater Nassau,150-38 Union Tpke #8c," Flushing"," NY"," 11367"," USA",Queens
House,399888,3,4,1613,New York,Bronx County,The Bronx,"765 E 224th St, Bronx, NY 10466, USA",Re/Max Elite,765 E 224th St," Bronx"," NY"," 10466"," USA",Bronx
Pending,1199900,4,4,2393,New York,Richmond County,Staten Island,"251 Wilson Ave, Staten Island, NY 10308, USA",CENTURY 21 Zaloom Realty,251 Wilson Ave," Staten Island"," NY"," 10308"," USA",Staten Island
Condo,1395000,3,4,2472,New York County,New York,Manhattan,"52 Convent Ave #1c, New York, NY 10027, USA",COMPASS,52 Convent Ave #1c," New York"," NY"," 10027"," USA",Manhattan
House,2759000,6,6,2184,New York,Kings County,Brooklyn,"163 Whitman Dr, Brooklyn, NY 11234, USA",TREE OF LIFE REALTY & MANAGEMENT LLC,163 Whitman Dr," Brooklyn"," NY"," 11234"," USA",Brooklyn
Condo,2995000,4,3,2135,New York County,New York,Manhattan,"303 W 113th St #2, New York, NY 10026, USA",Brown Harris Stevens,303 W 113th St #2," New York"," NY"," 10026"," USA",Manhattan
Co-op,399000,1,1,2184,Queens County,Queens,Flushing,"102-10 66th Rd #14a, Flushing, NY 11375, USA",Brown Harris Stevens W Hampton,102-10 66th Rd #14a," Flushing"," NY"," 11375"," USA",Queens
Multi-family home,16995000,5,4,4230,New York,New York County,New York,"31 Grove St, New York, NY 10014, USA",Douglas Elliman  -111 Fifth Ave,31 Grove St," New York"," NY"," 10014"," USA",Manhattan
Co-op,650000,2,1,1060,New York County,New York,Manhattan,"860 W 181st St Apt 56, New York, NY 10033, USA",Corcoran Chelsea/Flatiron,860 W 181st St Apt 56," New York"," NY"," 10033"," USA",Manhattan
House,2599000,4,3,3510,New York,Kings County,Brooklyn,"2634 National Dr, Brooklyn, NY 11234, USA",TALK OF THE TOWN REALTY C,2634 National Dr," Brooklyn"," NY"," 11234"," USA",Brooklyn
Townhouse,1195000,4,2,2625,New York,Kings County,Brooklyn,"449 Classon Ave, Brooklyn, NY 11238, USA",COMPASS,449 Classon Ave," Brooklyn"," NY"," 11238"," USA",Brooklyn
House,1288000,3,2,1188,New York,Kings County,Brooklyn,"340 86th St, Brooklyn, NY 11209, USA","BEN BAY REALTY CO OF BAY RIDGE, LLC",340 86th St," Brooklyn"," NY"," 11209"," USA",Brooklyn
Condo,2099000,2,2,1447,Kings County,Brooklyn,Downtown Brooklyn,"79 Bridge St #5c, Brooklyn, NY 11201, USA",Corcoran Williamsburg Bedford,79 Bridge St #5c," Brooklyn"," NY"," 11201"," USA",Brooklyn
Multi-family home,1275000,5,3,1920,New York,Kings County,Brooklyn,"236 45th St, Brooklyn, NY 11220, USA",KELLER WILLIAMS REALTY LANDMARK II,236 45th St," Brooklyn"," NY"," 11220"," USA",Brooklyn
Multi-family home,1999999,12,6,2184,Kings County,Brooklyn,Williamsburg,"726 Metropolitan Ave #6b, Brooklyn, NY 11211, USA",New York Realty Minimax,726 Metropolitan Ave #6b," Brooklyn"," NY"," 11211"," USA",Brooklyn
Multi-family home,16995000,5,4,4230,New York,New York County,New York,"31 Grove St, New York, NY 10014, USA",Douglas Elliman  -111 Fifth Ave,31 Grove St," New York"," NY"," 10014"," USA",Manhattan
Townhouse,10750000,8,2.37386083602905,7327,New York,New York County,New York,"141 E 63rd St, New York, NY 10065, USA",COMPASS,141 E 63rd St," New York"," NY"," 10065"," USA",Manhattan
Co-op,650000,1,1,2184,New York County,New York,Manhattan,"165 E 60th St #5c, New York, NY 10065, USA",COMPASS,165 E 60th St #5c," New York"," NY"," 10065"," USA",Manhattan
Co-op,4800000,3,4,3475,New York County,New York,Manhattan,"61 E 82nd St #1a, New York, NY 10028, USA",Sotheby's International Realty - East Side Manhattan Brokerage,61 E 82nd St #1a," New York"," NY"," 10028"," USA",Manhattan
Multi-family home,1279900,3,2.37386083602905,3812,New York,New York County,New York,"51 E 126th St, New York, NY 10035, USA",Douglas Elliman - 2112 Frederick Douglass Blvd,51 E 126th St," New York"," NY"," 10035"," USA",Manhattan
Multi-family home,1680000,7,4,3780,New York,Queens County,Queens,"214-03 16th Ave, Flushing, NY 11360, USA",RE MAX 1st Choice,214-03 16th Ave," Flushing"," NY"," 11360"," USA",Queens
Co-op,299000,1,1,850,Queens County,Queens,Flushing,"68-09 138th St #2b, Flushing, NY 11367, USA",Chous Realty Group Inc,68-09 138th St #2b," Flushing"," NY"," 11367"," USA",Queens
Co-op,845000,1,1,2184,New York County,New York,Manhattan,"120 Central Park S #3g, New York, NY 10019, USA",Sotheby's International Realty - East Side Manhattan Brokerage,120 Central Park S #3g," New York"," NY"," 10019"," USA",Manhattan
Co-op,415000,3,1,2184,New York County,New York,Manhattan,"233 E 70th St #6r, New York, NY 10021, USA",Corcoran West Side,233 E 70th St #6r," New York"," NY"," 10021"," USA",Manhattan
Co-op,449000,1,2,1213,Queens County,Queens,Queens Village,"27110 Grand Central Pkwy #5l, Queens Village, NY 11005, USA",Charles H. Greenthal Property,27110 Grand Central Pkwy #5l," Queens Village"," NY"," 11005"," USA",Queens
Condo,1250000,3,2,1287,Kings County,Brooklyn,Downtown Brooklyn,"365 Bridge St #8j, Brooklyn, NY 11201, USA",COMPASS,365 Bridge St #8j," Brooklyn"," NY"," 11201"," USA",Brooklyn
